gismu,gismu_shape,pos_tendency,gismu_new,gismu_new_shape,cmavo_rafsi_1,cmavo_rafsi_2,cmavo_rafsi_3,excluded,coef1_1,coef1_2,coef1_3,form_shape_1,form_shape_2,form_shape_3,rafsi_pos_1,rafsi_pos_2,rafsi_pos_3,rafsi_pos,gismu_sum,meaning,override,gismu_new_count
xlali,CCACA,ini,xla,CCA,xla,,, ,33.4,0.0,0.0,CCA,,,123,,,123 12345,527,bad,,1
srera,CCACA,neut,sre,CCA,sre,,, ,11.5,0.0,0.0,CCA,,,123,,,123 12345,523,err,,1
skari,CCACA,fin,ska,CCA,ska,,, ,31.1,0.0,0.0,CCA,,,123,,,123 12345,519,color,,1
pruce,CCACA,fin,pui,CAA,pu'e,ru'e,,pu'u   ,28.4,9.0,0.0,CAA,CAA,,135,235,,135  235 12345,507,process,,3
frili,CCACA,ini,fil,CAC,fil,,,  fu'i,40.8,0.0,0.0,CAC,,,134,,,134  12345,488,easy,,1
snada,CCACA,fin,sad,CAC,sad,,, ,2.7,0.0,0.0,CAC,,,134,,,134 12345,488,succeed,,2
cnita,CCACA,ini,cnia,CCAA,ni'a,nit,,  ,69.4,40.6,0.0,CAA,CAC,,235,234,,234 235 12345,480,beneath,,1
krasi,CCACA,neut,krai,CCAA,ra'i,kra,,  ,58.4,24.8,0.0,CAA,CCA,,235,123,,123 235 12345,473,source,,2
tcadu,CCACA,neut,tca,CCA,tca,,, ,25.5,0.0,0.0,CCA,,,123,,,123 12345,473,city,,1
klina,CCACA,neut,klia,CCAA,li'a,kli,,  ,100.0,27.7,0.0,CAA,CCA,,235,123,,123 235 12345,462,clear,,1
ckule,CCACA,neut,ckui,CCAA,cu'e,kul,,  ,11.9,10.6,0.0,CAA,CAC,,135,234,,135 234 12345,461,school,,1
cfari,CCACA,neut,cfa,CCA,cfa,,, ,56.8,0.0,0.0,CCA,,,123,,,123 12345,453,initiate,,1
cpana,CCACA,neut,cpan,CCAC,,,, cpan,0.0,0.0,0.0,,,,,,,12345,452,upon,,1
zdile,CCACA,fin,zdi,CCA,zdi,,, ,52.6,0.0,0.0,CCA,,,123,,,123 12345,450,amusing,,1
pluka,CCACA,fin,pua,CAA,pu'a,puk,,  ,26.4,2.2,0.0,CAA,CAC,,135,134,,134 135 12345,444,pleasant,,1
gletu,CCACA,neut,gle,CCA,gle,,, ,100.0,0.0,0.0,CCA,,,123,,,123 12345,432,copulate,,1
cteki,CCACA,ini,teg,CAC,tek,ce'i,,  ,4.7,3.9,0.0,CAC,CAA,,234,135,,135 234 12345,431,tax,,2
cribe,CCACA,neut,crib,CCAC,,,, rib,0.0,0.0,0.0,,,,,,,12345,430,bear,,1
cpacu,CCACA,fin,cpa,CCA,cpa,,, ,30.0,0.0,0.0,CCA,,,123,,,123 12345,421,get,,1
tcati,CCACA,fin,tcat,CCAC,tcat,,, ,3.3,0.0,0.0,CCAC,,,1234,,,1234 12345,410,tea,,1
jbena,CCACA,fin,jbe,CCA,jbe,,, ,80.1,0.0,0.0,CCA,,,123,,,123 12345,386,born,,1
stizu,CCACA,fin,stiz,CCAC,,,, tiz,0.0,0.0,0.0,,,,,,,12345,374,chair,,1
tsali,CCACA,ini,tsa,CCA,tsa,,, ,20.7,0.0,0.0,CCA,,,123,,,123 12345,373,strong,,1
sruri,CCACA,neut,sru,CCA,sru,,,ru'u  ,20.6,0.0,0.0,CCA,,,123,,,123  12345,366,surround,,1
pluta,CCACA,neut,plua,CCAA,lu'a,,,  lut,18.4,0.0,0.0,CAA,,,235,,,235 12345,339,route,,1
cfipu,CCACA,ini,cfiu,CCAA,fi'u,,, ,13.1,0.0,0.0,CAA,,,235,,,235 12345,333,confusing,,1
plini,CCACA,fin,plin,CCAC,,,, plin,0.0,0.0,0.0,,,,,,,12345,332,planet,,1
bruna,CCACA,fin,bua,CAA,bu'a,,,  bun,5.8,0.0,0.0,CAA,,,135,,,135 12345,330,brother,,1
flalu,CCACA,neut,fla,CCA,fla,,, ,31.0,0.0,0.0,CCA,,,123,,,123 12345,319,law,,1
brife,CCACA,neut,bib,CAC,bif,bi'e,,  ,25.1,22.2,0.0,CAC,CAA,,134,135,,134 135 12345,305,breeze,,1
crane,CCACA,ini,cra,CCA,cra,,, ca'u ,64.3,0.0,0.0,CCA,,,123,,,123  12345,305,front,,1
vreta,CCACA,neut,vre,CCA,vre,,, ,14.0,0.0,0.0,CCA,,,123,,,123 12345,302,reclining,,1
spoja,CCACA,ini,spua,CCAA,po'a,poj,,  ,3.1,3.1,0.0,CAA,CAC,,235,234,,234 235 12345,300,explode,,1
tcika,CCACA,neut,tcik,CCAC,,,, ti'u tcik,0.0,0.0,0.0,,,,,,,12345,288,time of day,,1
cladu,CCACA,neut,clau,CCAA,lau,,, ,71.9,0.0,0.0,CAA,,,235,,,235 12345,287,loud,,1
mleca,CCACA,neut,mlia,CCAA,me'a,mec,,  ,42.4,13.6,0.0,CAA,CAC,,135,134,,134 135 12345,287,less,,1
smadi,CCACA,fin,smad,CCAC,smad,,, ,7.1,0.0,0.0,CCAC,,,1234,,,1234 12345,285,guess,,1
jdini,CCACA,ini,din,CAC,din,di'i,,  ,18.2,2.1,0.0,CAC,CAA,,234,235,,234 235 12345,284,money,,1
ckini,CCACA,neut,kin,CAC,ki'i,,, ,62.5,0.0,0.0,CAA,,,235,,,235 12345,283,related,,3
friti,CCACA,neut,fit,CAC,fi'i,fit,,  ,100.0,7.5,0.0,CAA,CAC,,135,134,,134 135 12345,282,offer,,2
pruxi,CCACA,neut,rug,CAC,rux,ru'i,,  ,66.4,53.1,0.0,CAC,CAA,,234,235,,234 235 12345,281,spirit,,1
vlipa,CCACA,ini,vli,CCA,vli,,, ,89.8,0.0,0.0,CCA,,,123,,,123 12345,279,powerful,,1
bloti,CCACA,ini,blo,CCA,blo,,,  lo'i,66.7,0.0,0.0,CCA,,,123,,,123  12345,277,boat,,1
plipe,CCACA,neut,pip,CAC,pi'e,pip,,  ,25.0,20.7,0.0,CAA,CAC,,135,134,,134 135 12345,274,leap,,1
zgike,CCACA,ini,zgi,CCA,zgi,,,  gi'e,63.2,0.0,0.0,CCA,,,123,,,123  12345,274,music,,1
smaji,CCACA,ini,sma,CCA,sma,,, ,35.7,0.0,0.0,CCA,,,123,,,123 12345,273,quiet,,1
platu,CCACA,fin,pla,CCA,pla,,, ,100.0,0.0,0.0,CCA,,,123,,,123 12345,269,plan,,1
cmana,CCACA,neut,man,CAC,ma'a,,, ,43.9,0.0,0.0,CAA,,,235,,,235 12345,259,mountain,,2
pleji,CCACA,ini,les,CAC,lej,le'i,,  ,26.6,22.8,0.0,CAC,CAA,,234,235,,234 235 12345,259,pay,,3
vrici,CCACA,neut,vric,CCAC,vric,,, ,4.0,0.0,0.0,CCAC,,,1234,,,1234 12345,258,miscellaneous,,1
mluni,CCACA,neut,mlun,CCAC,,,, lun,0.0,0.0,0.0,,,,,,,12345,257,satellite,,1
flira,CCACA,ini,fir,CAC,fir,,, ,26.0,0.0,0.0,CAC,,,134,,,134 12345,252,face,,1
stali,CCACA,neut,sta,CCA,sta,,, ,39.0,0.0,0.0,CCA,,,123,,,123 12345,249,remain,,1
bredi,CCACA,ini,bre,CCA,bre,re'i,red,   ,86.5,25.2,3.6,CCA,CAA,CAC,123,235,234,123 234 235 12345,237,ready,,1
friko,CCACA,ini,friu,CCAA,fi'o,,, ,17.5,0.0,0.0,CAA,,,135,,,135 12345,235,African,,1
stici,CCACA,neut,sis,CAC,sic,,, vu'a ,22.7,0.0,0.0,CAC,,,134,,,134  12345,234,west,,3
cfika,CCACA,fin,fia,CAA,fi'a,fik,,  ,92.2,34.0,0.0,CAA,CAC,,235,234,,234 235 12345,233,fiction,,2
xlura,CCACA,fin,xlu,CCA,xlu,,, ,50.7,0.0,0.0,CCA,,,123,,,123 12345,229,influence,,1
jgari,CCACA,fin,jai,CAA,jai,,, ,77.6,0.0,0.0,CAA,,,135,,,135 12345,225,grasp,,4
grake,CCACA,fin,gra,CCA,gra,,, ,70.5,0.0,0.0,CCA,,,123,,,123 12345,223,gram,,1
crino,CCACA,fin,riu,CAA,ri'o,,, ,28.7,0.0,0.0,CAA,,,235,,,235 12345,222,green,,2
ckana,CCACA,ini,cka,CCA,cka,,, ,28.8,0.0,0.0,CCA,,,123,,,123 12345,219,bed,,1
vreji,CCACA,neut,vej,CAC,vei,rej,,  ,57.8,19.5,0.0,CAA,CAC,,135,234,,135 234 12345,219,record,,1
sruma,CCACA,fin,rua,CAA,ru'a,,, ,100.0,0.0,0.0,CAA,,,235,,,235 12345,216,assume,,2
xrani,CCACA,fin,xai,CAA,xai,,, ,59.2,0.0,0.0,CAA,,,135,,,135 12345,215,injure,,1
jdice,CCACA,neut,jdi,CCA,jdi,,, ,27.9,0.0,0.0,CCA,,,123,,,123 12345,214,decide,,1
pluja,CCACA,ini,lus,CAC,luj,,, ,36.1,0.0,0.0,CAC,,,234,,,234 12345,211,complicated,,2
grana,CCACA,neut,gan,CAC,ga'a,,, ,81.0,0.0,0.0,CAA,,,135,,,135 12345,210,rod,,2
xrula,CCACA,ini,rul,CAC,rul,,, ,36.6,0.0,0.0,CAC,,,234,,,234 12345,209,flower,,1
prije,CCACA,ini,pis,CAC,pij,,, ,49.0,0.0,0.0,CAC,,,134,,,134 12345,208,wise,,1
pritu,CCACA,ini,priu,CCAA,ri'u,prit,,  ,63.6,8.3,0.0,CAA,CCAC,,235,1234,,235 1234 12345,208,right,,1
krixa,CCACA,neut,kria,CCAA,ki'a,kix,,  ,13.6,8.0,0.0,CAA,CAC,,135,134,,134 135 12345,206,cry out,,1
stuna,CCACA,neut,sun,CAC,sun,,,  du'a,28.2,0.0,0.0,CAC,,,134,,,134  12345,206,east,,1
plana,CCACA,fin,plan,CCAC,plan,,, ,2.1,0.0,0.0,CCAC,,,1234,,,1234 12345,197,plump,,1
trixe,CCACA,fin,tix,CAC,ti'e,rix,,  ti'a ,36.1,17.6,0.0,CAA,CAC,,135,234,,135  234 12345,195,behind,,1
steci,CCACA,fin,tec,CAC,te'i,tec,,  ,24.2,3.2,0.0,CAA,CAC,,235,234,,234 235 12345,194,specific,,2
smacu,CCACA,neut,smac,CCAC,,,, smac,0.0,0.0,0.0,,,,,,,12345,193,mouse,,1
tsani,CCACA,neut,tan,CAC,tan,,, ,11.0,0.0,0.0,CAC,,,134,,,134 12345,191,sky,,1
stura,CCACA,neut,tur,CAC,tur,su'a,,  ,54.0,35.0,0.0,CAC,CAA,,234,135,,135 234 12345,189,structure,,1
flecu,CCACA,fin,fle,CCA,fle,,, ,50.4,0.0,0.0,CCA,,,123,,,123 12345,188,flow,,1
klaji,CCACA,ini,las,CAC,laj,,, ,16.8,0.0,0.0,CAC,,,234,,,234 12345,188,street,,4
jbini,CCACA,neut,bin,CAC,bi'i,bin,,  ,29.0,23.7,0.0,CAA,CAC,,235,234,,234 235 12345,187,between,,1
trina,CCACA,neut,tri,CCA,tri,,, ,72.9,0.0,0.0,CCA,,,123,,,123 12345,185,attract,,1
fraxu,CCACA,neut,fag,CAC,fax,,, ,4.5,0.0,0.0,CAC,,,134,,,134 12345,184,forgive,,2
spaji,CCACA,neut,pas,CAC,paj,,, ,53.3,0.0,0.0,CAC,,,234,,,234 12345,184,surprise,,4
cmila,CCACA,ini,cmia,CCAA,mi'a,,, ,32.4,0.0,0.0,CAA,,,235,,,235 12345,183,laugh,,1
frati,CCACA,fin,fra,CCA,fra,,, ,100.0,0.0,0.0,CCA,,,123,,,123 12345,179,react,,1
tcima,CCACA,fin,tia,CAA,ti'a,,,  tim,40.5,0.0,0.0,CAA,,,135,,,135 12345,179,weather,,1
grusi,CCACA,ini,rus,CAC,rus,,, ,8.5,0.0,0.0,CAC,,,234,,,234 12345,178,gray,,1
briju,CCACA,ini,bis,CAC,bij,,, ,14.5,0.0,0.0,CAC,,,134,,,134 12345,174,office,,3
tcaci,CCACA,ini,cas,CAC,cac,,, ,34.9,0.0,0.0,CAC,,,234,,,234 12345,174,custom,,3
cpare,CCACA,fin,par,CAC,par,,, ,4.2,0.0,0.0,CAC,,,234,,,234 12345,172,climb,,1
vrusi,CCACA,ini,vus,CAC,vus,vu'i,,  ,100.0,11.0,0.0,CAC,CAA,,134,135,,134 135 12345,172,taste,,1
srasu,CCACA,ini,sas,CAC,sas,,, ,47.8,0.0,0.0,CAC,,,134,,,134 12345,170,grass,,4
slilu,CCACA,neut,sli,CCA,sli,,, ,100.0,0.0,0.0,CCA,,,123,,,123 12345,168,oscillate,,1
tcica,CCACA,neut,tis,CAC,tic,,,  tcic,51.3,0.0,0.0,CAC,,,132,,,132  12345,167,deceive,,2
gradu,CCACA,fin,rau,CAA,rau,,, ,29.7,0.0,0.0,CAA,,,235,,,235 12345,165,unit,,4
sraji,CCACA,ini,ras,CAC,raj,,, ,100.0,0.0,0.0,CAC,,,234,,,234 12345,164,vertical,,3
smoka,CCACA,fin,smok,CCAC,,,, smo,0.0,0.0,0.0,,,,,,,12345,164,sock,,1
prosa,CCACA,fin,rua,CAA,ro'a,ros,,  ,62.2,4.1,0.0,CAA,CAC,,235,234,,234 235 12345,163,prose,,2
mlana,CCACA,neut,mla,CCA,mla,,, ,62.4,0.0,0.0,CCA,,,123,,,123 12345,161,side,,1
stodi,CCACA,fin,sto,CCA,sto,,, ,78.4,0.0,0.0,CCA,,,123,,,123 12345,157,constant,,1
ckilu,CCACA,neut,ckiu,CCAA,ci'u,,, ,61.2,0.0,0.0,CAA,,,135,,,135 12345,156,scale,,1
vlile,CCACA,ini,vil,CAC,vil,,, ,67.0,0.0,0.0,CAC,,,132,,,132 12345,155,violent,,1
spati,CCACA,ini,spa,CCA,spa,,, ,47.1,0.0,0.0,CCA,,,123,,,123 12345,153,plant,,1
krati,CCACA,neut,krai,CCAA,ka'i,,, ,100.0,0.0,0.0,CAA,,,135,,,135 12345,150,represent,,2
jmaji,CCACA,neut,jas,CAC,jaj,,, ,30.2,0.0,0.0,CAC,,,134,,,134 12345,148,gather,,2
prane,CCACA,neut,prai,CCAA,pa'e,,, ,13.8,0.0,0.0,CAA,,,135,,,135 12345,148,perfect,,1
snura,CCACA,ini,nur,CAC,nur,,,  nu'a,50.5,0.0,0.0,CAC,,,234,,,234  12345,146,secure,,1
klaku,CCACA,ini,kag,CAC,kak,,, ,5.8,0.0,0.0,CAC,,,134,,,134 12345,145,weep,,2
jdima,CCACA,fin,dia,CAA,di'a,,, ,10.8,0.0,0.0,CAA,,,235,,,235 12345,144,price,,1
skapi,CCACA,neut,kab,CAC,kap,,, ,23.5,0.0,0.0,CAC,,,234,,,234 12345,139,pelt,,3
tcila,CCACA,ini,til,CAC,til,,, ,40.4,0.0,0.0,CAC,,,134,,,134 12345,139,detail,,1
snanu,CCACA,ini,nan,CAC,nan,,,  ne'u,39.1,0.0,0.0,CAC,,,234,,,234  12345,138,south,,1
steba,CCACA,fin,steb,CCAC,,,,,0.0,0.0,0.0,,,,,,,12345,138,frustration,,1
vrude,CCACA,fin,vui,CAA,vu'e,vud,,  ,95.6,7.4,0.0,CAA,CAC,,135,134,,134 135 12345,137,virtue,,1
tsiju,CCACA,fin,tsi,CCA,tsi,,, ,67.9,0.0,0.0,CCA,,,123,,,123 12345,136,seed,,1
skina,CCACA,ini,kin,CAC,kin,,, ,22.0,0.0,0.0,CAC,,,234,,,234 12345,133,cinema,,3
cnano,CCACA,neut,cnau,CCAA,na'o,,, ,5.6,0.0,0.0,CAA,,,235,,,235 12345,132,norm,,1
ctino,CCACA,ini,ctiu,CCAA,ti'o,,, ,27.4,0.0,0.0,CAA,,,235,,,235 12345,130,shadow,,1
jvinu,CCACA,neut,jviu,CCAA,ji'u,vin,,  ,8.0,6.2,0.0,CAA,CAC,,135,234,,135 234 12345,128,view,,1
sfasa,CCACA,fin,sfa,CCA,sfa,,, ,100.0,0.0,0.0,CCA,,,123,,,123 12345,128,punish,,1
bliku,CCACA,fin,bli,CCA,bli,,, ,100.0,0.0,0.0,CCA,,,123,,,123 12345,120,block,,1
cfila,CCACA,fin,cfi,CCA,cfi,,, ,30.4,0.0,0.0,CCA,,,123,,,123 12345,118,flaw,,1
clira,CCACA,ini,lir,CAC,lir,,, ,25.5,0.0,0.0,CAC,,,234,,,234 12345,118,early,,2
cmoni,CCACA,ini,cmo,CCA,cmo,,, ,25.3,0.0,0.0,CCA,,,123,,,123 12345,118,moan,,1
dzena,CCACA,fin,dze,CCA,dze,,, ,30.8,0.0,0.0,CCA,,,123,,,123 12345,117,elder,,1
mruli,CCACA,fin,mru,CCA,mru,,, ,25.8,0.0,0.0,CCA,,,123,,,123 12345,117,hammer,,1
grute,CCACA,neut,rud,CAC,rut,,, ,7.5,0.0,0.0,CAC,,,234,,,234 12345,115,fruit,,1
jdika,CCACA,ini,jdik,CCAC,jdik,,, ,27.9,0.0,0.0,CCAC,,,1234,,,1234 12345,110,decrease,,1
jdari,CCACA,ini,jar,CAC,jar,,, ,14.7,0.0,0.0,CAC,,,134,,,134 12345,109,firm,,1
tcini,CCACA,ini,tcin,CCAC,tcin,,, ,5.8,0.0,0.0,CCAC,,,1234,,,1234 12345,109,situation,,1
draci,CCACA,fin,drac,CCAC,,,, drac,0.0,0.0,0.0,,,,,,,12345,108,drama,,1
ckape,CCACA,neut,cab,CAC,cap,,, ,15.6,0.0,0.0,CAC,,,134,,,134 12345,104,peril,,3
cnemu,CCACA,fin,neu,CAA,ne'u,nem,,  ,100.0,3.4,0.0,CAA,CAC,,235,234,,234 235 12345,101,reward,,1
clite,CCACA,neut,lid,CAC,lit,,, ,23.1,0.0,0.0,CAC,,,234,,,234 12345,96,polite,,2
spofu,CCACA,ini,pob,CAC,pof,po'u,,  ,11.9,2.4,0.0,CAC,CAA,,234,235,,234 235 12345,96,broken,,2
prina,CCACA,ini,pri,CCA,pri,,, ,32.9,0.0,0.0,CCA,,,123,,,123 12345,92,print,,1
cnebo,CCACA,ini,neb,CAC,neb,ne'o,,  ,59.2,24.5,0.0,CAC,CAA,,234,235,,234 235 12345,90,neck,,1
jgira,CCACA,fin,jgi,CCA,jgi,,, ,71.2,0.0,0.0,CCA,,,123,,,123 12345,89,pride,,1
grasu,CCACA,ini,ras,CAC,ras,,, ,100.0,0.0,0.0,CAC,,,234,,,234 12345,87,grease,,3
cmaci,CCACA,ini,cmac,CCAC,cmac,,, ,29.2,0.0,0.0,CCAC,,,1234,,,1234 12345,84,mathematics,,1
snuji,CCACA,neut,nus,CAC,nuj,,, ,7.7,0.0,0.0,CAC,,,234,,,234 12345,84,sandwich,,2
drudi,CCACA,fin,dru,CCA,dru,,, ,66.0,0.0,0.0,CCA,,,123,,,123 12345,83,roof,,1
fliba,CCACA,neut,fli,CCA,fli,,, ,26.1,0.0,0.0,CCA,,,123,,,123 12345,83,fail,,1
cnici,CCACA,ini,nis,CAC,nic,,, ,100.0,0.0,0.0,CAC,,,231,,,231 12345,82,orderly,,1
kruca,CCACA,neut,kus,CAC,kuc,,, ,34.4,0.0,0.0,CAC,,,134,,,134 12345,82,intersect,,2
stapa,CCACA,fin,stap,CCAC,,,, tap,0.0,0.0,0.0,,,,,,,12345,80,step,,1
spisa,CCACA,fin,spi,CCA,spi,,, ,100.0,0.0,0.0,CCA,,,123,,,123 12345,78,piece,,1
snime,CCACA,ini,sim,CAC,si'e,,, ,26.7,0.0,0.0,CAA,,,135,,,135 12345,76,snow,,2
