cmavo_composite,freq,dubious,eleven,not_found,notes
rege,7,question_mark,,1,CMAVO
regi,8,question_mark,,1,CMAVO
rego,3,question_mark,,1,CMAVO
regu,3,question_mark,,1,CMAVO
regule,2,question_mark,,1,CMAVO
reguleca,1,question_mark,,1,CMAVO
regulo,8,question_mark,,1,CMAVO
reiru,1,,11,1,CMAVO
reji'i,1,,,1,CMAVO
reji'imu,1,,,1,CMAVO
reki'o,11,,,1,CMAVO
rela,8,,,1,CMAVO
rele,3,,,1,CMAVO
relei,2,,,1,CMAVO4
releive,2,,,1,CMAVO
releva,1,,,1,CMAVO
releve,1,,,1,CMAVO
relo,10,,,1,CMAVO
reloi,7,,,1,CMAVO
rely,35,question_mark,11,1,CMAVO
rema,22,,,1,CMAVO
remai,69,,,1,CMAVO
remaitu'e,4,,,1,CMAVO
remei,433,,,1,CMAVO
remi,14,,,1,CMAVO
remi'o,3,,,1,CMAVO
remo,1,,,1,CMAVO
remo'o,15,,,1,CMAVO
remoi,310,,,1,CMAVO
remu,13,,,1,CMAVO
remumoi,5,,,1,CMAVO4
remupi'eze,2,,,1,CMAVO
rene'e,1,,,1,CMAVO
reno,154,,,1,CMAVO
renomei,30,,,1,CMAVO
renomo'o,4,,,1,CMAVO
renono,18,,,1,CMAVO
renopi'ecize,2,,,1,CMAVO
renopiso'e,3,,,1,CMAVO
repa,25,,,1,CMAVO
repamo'o,1,,11,1,CMAVO
repare,1,,,1,CMAVO
repasovo,2,,,1,CMAVO
repi'emu,2,,,1,CMAVO
repi'ereno,2,,,1,CMAVO
repi'eze,2,,,1,CMAVO
repimu,19,,,1,CMAVO
repino,2,,,1,CMAVO
repisu'o,4,,,1,CMAVO
repivoso,4,,,1,CMAVO
repo'o,2,,,1,CMAVO
reraise,2,question_mark,,1,CMAVO
rere,12,,,1,CMAVO
rere'u,41,,,1,CMAVO
rere'uku,1,,,1,CMAVO
reremoi,3,,,1,CMAVO4
reroi,111,,,1,CMAVO
reroiku,6,,,1,CMAVO
reru,2,,,1,CMAVO4
resi'e,4,,,1,CMAVO
reso,2,,,1,CMAVO
resomai,1,,,1,CMAVO4
resomumu,2,,,1,CMAVO
resoxa,1,,,1,CMAVO4
reta,6,,,1,CMAVO
rete,14,,,1,CMAVO
reti,8,,,1,CMAVO
retu,1,,,1,CMAVO
revo,5,,,1,CMAVO
revonono,1,,,1,CMAVO
rexa,3,,,1,CMAVO
rexazere,3,,,1,CMAVO
rexe'e,3,,,1,CMAVO
rexe'eti,1,,,1,CMAVO
rexei,1,question_mark,,1,CMAVO4
reze,5,,,1,CMAVO
ri'abo,9,,,1,CMAVO
ri'ada'i,4,,,1,CMAVO
ri'agau,4,,,1,CMAVO4
ri'agi,7,,,1,CMAVO
ri'alenu,9,,,1,CMAVO
ri'ama,2,,,1,CMAVO
ri'anai,13,,,1,CMAVO
ri'anaibo,1,,11,1,CMAVO
ri'atu'a,2,,,1,CMAVO4
ri'uvi,12,,,1,CMAVO
ri'uxoi,12,,,1,CMAVO
ribu,37,,,1,CMAVO
ricu,1,question_mark,,1,CMAVO
rigoiko'a,2,,,1,CMAVO4
riji'a,2,,,1,CMAVO
rine,1,,,1,CMAVO
ripe,66,question_mark,,1,CMAVO
ripo,2,,,1,CMAVO
ritau,1,question_mark,,1,CMAVO
rivai,2,question_mark,,1,CMAVO
rixici,16,,,1,CMAVO
rixini'upa,7,,,1,CMAVO
rixini'ure,2,,,1,CMAVO
rixipa,3,,,1,CMAVO4
rixipapa,2,,,1,CMAVO4
rixipare,3,,,1,CMAVO4
rixire,12,,,1,CMAVO
rixivo,3,,,1,CMAVO
rixize,1,,,1,CMAVO4
ro'aroi,2,question_mark,,1,CMAVO4
ro'enai,2,,,1,CMAVO
ro'inai,2,,,1,CMAVO
ro'ire'o,5,,,1,CMAVO
ro'onai,1,,,1,CMAVO
ro'opa,1,,,1,CMAVO
ro'ujoiro'ijoiro'e,2,,,1,CMAVO
ro'uro'iro'e,3,,,1,CMAVO
ro'usai,3,,,1,CMAVO
roba'u,4,question_mark,,1,CMAVO4
robi,1,,,1,CMAVO
roboi,4,,,1,CMAVO
robu'a,5,question_mark,,1,CMAVO4
roci,12,,,1,CMAVO
rocima,1,,,1,CMAVO
roda,621,,,1,CMAVO
rodapede'u,4,,,1,CMAVO4
rodapedi'u,3,,,1,CMAVO4
rodapoi,1,,,1,CMAVO
rodaxipa,3,,,1,CMAVO4
rodaxire,3,,,1,CMAVO4
rodaxivo,1,,,1,CMAVO4
rodazo'u,1,,,1,CMAVO4
rode,117,question_mark,,1,CMAVO
rodexipa,1,,,1,CMAVO4
rodexire,1,,,1,CMAVO4
rodi,21,,,1,CMAVO
rodine,3,,,1,CMAVO
rodixipa,4,,,1,CMAVO
rodixire,1,,,1,CMAVO4
rodo,314,,,1,CMAVO
rodo'o,6,,,1,CMAVO
rodoi,31,question_mark,,1,CMAVO
rofi'ume'ici'i,2,,,1,CMAVO
rofi'usu'o,2,,,1,CMAVO
rofi'uvo,2,,,1,CMAVO
rofo'a,5,,,1,CMAVO4
roga,2,,,1,CMAVO
rogo,5,,,1,CMAVO
rogo'i,7,,,1,CMAVO4
rogu,5,,,1,CMAVO
roike,1,question_mark,,1,CMAVO
roipu,1,question_mark,,1,CMAVO
roire'o,1,question_mark,,1,CMAVO
roka,2,,,1,CMAVO
roko,11,,,1,CMAVO
role,2450,question_mark,,1,CMAVO
roledi'u,1,,,1,CMAVO
roledo,4,,,1,CMAVO4
rolei,11,,,1,CMAVO
roleko'e,1,,,1,CMAVO
rolemi,3,,,1,CMAVO4
rolemi'o,2,,,1,CMAVO
rolere,8,,,1,CMAVO
roleri,3,,,1,CMAVO4
rolesu'o,1,,,1,CMAVO
rolevi,2,,,1,CMAVO4
rolezu'o,2,,,1,CMAVO
rolo,58,,,1,CMAVO
rolodo,1,,,1,CMAVO
roloi,32,,,1,CMAVO
rolomi,2,,,1,CMAVO4
rolu'a,2,,,1,CMAVO
rolu'ake'a,1,,,1,CMAVO4
roma,54,,,1,CMAVO
roma'a,7,,,1,CMAVO
romai,11,,,1,CMAVO
romane,5,,,1,CMAVO
romei,49,,,1,CMAVO
romi,6,,,1,CMAVO4
romi'a,2,,,1,CMAVO
romo,2,,,1,CMAVO
romoi,111,,,1,CMAVO
ronai,4,question_mark,,1,CMAVO
ropa,7,,,1,CMAVO
ropamei,23,,,1,CMAVO4
ropano,6,,,1,CMAVO
ropimu,3,,,1,CMAVO
ropirociropimu,1,,,1,CMAVO
rora,1,,,1,CMAVO
rore,13,,,1,CMAVO
rore'u,2,,,1,CMAVO
roredo'i,2,,,1,CMAVO
rori,53,,,1,CMAVO
roroi,344,,,1,CMAVO
roroiku,27,,,1,CMAVO
rose,464,question_mark,,1,CMAVO
rosei,3,question_mark,,1,CMAVO
roso,6,,,1,CMAVO4
rosu'o,19,,,1,CMAVO
rosu'oci,6,,,1,CMAVO
rota,1,,,1,CMAVO
roti,3,,,1,CMAVO
rove'o,1,,,1,CMAVO
roxei,1,question_mark,,1,CMAVO4
roza'i,1,,,1,CMAVO
ru'azo'o,4,,,1,CMAVO4
ru'ijeze'u,1,,,1,CMAVO
ru'inai,61,,,1,CMAVO
ru'inaiku,1,,,1,CMAVO4
ru'uku,22,,,1,CMAVO
ru'uvu,2,,,1,CMAVO
ru'uxoi,8,,,1,CMAVO
*ruido,3,,11,1,CMAVO
rumo,3,,,1,CMAVO
rune,141,question_mark,,1,CMAVO
rupe,4,,,1,CMAVO
sa'asa'a,6,,,1,CMAVO
sa'ecu'i,2,,,1,CMAVO4
sa'enai,73,,,1,CMAVO
sa'eri,1,,,1,CMAVO4
sa'unai,11,,,1,CMAVO
saiki,4,question_mark,,1,CMAVO
sainai,1,,,1,CMAVO
sau'e,28,question_mark,,1,CMAVO
saudi,31,question_mark,,1,CMAVO
saumaudu,1,question_mark,,1,CMAVO
saunai,4,,,1,CMAVO
saura,3,,,1,CMAVO
sauro,1,,,1,CMAVO
se'anai,2,,,1,CMAVO
se'asai,2,,,1,CMAVO
se'ebi,2,question_mark,,1,CMAVO
se'ici,12,,,1,CMAVO
se'inai,57,,,1,CMAVO
se'isa'a,1,,,1,CMAVO4
se'izo'o,1,,,1,CMAVO4
se'ope'a,1,,,1,CMAVO
se'oza'a,3,,,1,CMAVO
seba'i,58,,,1,CMAVO
sebai,13,,,1,CMAVO
sebau,10,,,1,CMAVO
sebaupe'a,2,,,1,CMAVO
sebe'i,6,,,1,CMAVO
seca'i,5,,,1,CMAVO
secau,210,,,1,CMAVO
secaulenu,2,,,1,CMAVO
sece'o,2,,,1,CMAVO
seci'e,9,,,1,CMAVO
seci'o,37,,,1,CMAVO
seci'u,6,,,1,CMAVO
secu'u,28,,,1,CMAVO
secu'uma,6,,,1,CMAVO
secu'utu'azo,4,,,1,CMAVO
sede'i,7,,,1,CMAVO
sedi'o,17,,,1,CMAVO
sedu,1,,,1,CMAVO
sedu'i,10,,,1,CMAVO
sedu'o,13,,,1,CMAVO
sedu'obo,1,,,1,CMAVO4
sedu'onai,2,,,1,CMAVO
sedu'u,188,,,1,CMAVO
sefa'e,4,,,1,CMAVO
sefi'e,5,,,1,CMAVO
sega'a,9,,,1,CMAVO
sega'anai,1,,,1,CMAVO
segau,7,,,1,CMAVO
segi'o,3,,,1,CMAVO
segi'u,16,,,1,CMAVO
sego'a,1,,,1,CMAVO
sego'e,3,,,1,CMAVO
sego'i,36,,,1,CMAVO
sego'o,1,,,1,CMAVO4
segu'u,2,,,1,CMAVO
seida,2,question_mark,,1,CMAVO
seide'e,2,,,1,CMAVO4
seidi,1,question_mark,,1,CMAVO
seige,3,question_mark,,1,CMAVO
seika,1,question_mark,,1,CMAVO
seiko,2,question_mark,,1,CMAVO
seisa'a,71,,,1,CMAVO
seitu'a,16,,,1,CMAVO
seja,6,,,1,CMAVO
seja'e,90,,,1,CMAVO
seja'ebo,9,,,1,CMAVO
seja'eku,1,,,1,CMAVO4
seja'enai,1,,,1,CMAVO4
seja'i,4,,,1,CMAVO
sejai,1,,,1,CMAVO
sejaigau,1,,,1,CMAVO4
seji'e,5,,,1,CMAVO
seji'o,6,,,1,CMAVO
seji'u,5,,,1,CMAVO
seji'ubo,2,,,1,CMAVO4
seka,11,,,1,CMAVO
seka'a,30,,,1,CMAVO
seka'i,22,,,1,CMAVO
seka'o,2,,,1,CMAVO
sekai,128,,,1,CMAVO
sekainai,6,,,1,CMAVO4
seke,45,,,1,CMAVO
seki'i,11,,,1,CMAVO
seki'u,62,,,1,CMAVO
seki'ubo,65,,,1,CMAVO
seki'unai,20,,,1,CMAVO
seki'unaibo,2,,,1,CMAVO
seki'unaiku,2,,,1,CMAVO4
sekoi,13,question_mark,,1,CMAVO
seku'i,6,,,1,CMAVO
seku'u,9,,,1,CMAVO
sela'i,3,,,1,CMAVO
sela'u,91,,,1,CMAVO
sele'a,12,,,1,CMAVO
seli'e,6,,,1,CMAVO
sema'e,4,,,1,CMAVO
sema'i,7,,,1,CMAVO
semai,1,question_mark,,1,CMAVO
semau,73,,,1,CMAVO
semaubo,3,,,1,CMAVO
semaunai,13,,,1,CMAVO4
seme,9,,,1,CMAVO
seme'a,13,,,1,CMAVO
seme'e,16,,,1,CMAVO
semei,6,question_mark,,1,CMAVO4
semema,2,,,1,CMAVO
semo,9,question_mark,,1,CMAVO
semu'i,88,,,1,CMAVO
semu'ibo,31,,,1,CMAVO
semu'igi,2,,,1,CMAVO
semu'iku,2,,,1,CMAVO4
semu'ima,6,,,1,CMAVO4
semu'inai,4,,,1,CMAVO4
semu'u,13,,,1,CMAVO
seni,8,,,1,CMAVO
seni'a,6,,,1,CMAVO4
seni'i,55,,,1,CMAVO
seni'ibo,53,,,1,CMAVO
seni'inaibo,2,,,1,CMAVO
seno,6,,,1,CMAVO
senu,1,,,1,CMAVO
senubara,1,,,1,CMAVO
sepa'a,8,,,1,CMAVO
sepa'u,17,,,1,CMAVO
sepi'o,327,,,1,CMAVO
sepi'ogi,2,,,1,CMAVO4
*sepio,1,,,1,CMAVO4
sepo'i,6,,,1,CMAVO
sepo'inai,2,,,1,CMAVO4
sepu'a,18,,,1,CMAVO
sepu'e,7,,,1,CMAVO
sera,43,question_mark,,1,CMAVO
sera'a,244,,,1,CMAVO
sera'ade'u,1,,11,1,CMAVO
sera'aku,84,,,1,CMAVO
sera'i,7,,,1,CMAVO
serai,25,,,1,CMAVO
seri'a,62,,,1,CMAVO
seri'abo,10,,,1,CMAVO
seri'anaibo,2,,,1,CMAVO
seri'i,13,,,1,CMAVO
seru'u,10,,,1,CMAVO
sesau,14,question_mark,,1,CMAVO
sese,14,,,1,CMAVO
sesesesesesesesese,1,,,1,CMAVO
sesi'u,22,,,1,CMAVO
sesi'umi,3,,,1,CMAVO4
seso,5,,,1,CMAVO
setai,33,,,1,CMAVO
sete,2,,,1,CMAVO
sete'i,9,,,1,CMAVO
setese,25,,,1,CMAVO
setesevexeseteve,8,,,1,CMAVO
seti'i,5,,,1,CMAVO
seti'u,8,,,1,CMAVO
setu'i,12,,,1,CMAVO
seva'o,4,,,1,CMAVO
seva'u,42,,,1,CMAVO
sevi,6,,,1,CMAVO
sevoi,1,question_mark,,1,CMAVO
sevu'a,3,,,1,CMAVO
sexai,3,question_mark,,1,CMAVO4
sexe,4,,,1,CMAVO
sexebe'i,15,,,1,CMAVO4
sexi,1,,,1,CMAVO
sexici,5,,,1,CMAVO
seximu,1,,,1,CMAVO
sexipa,20,,,1,CMAVO
sexire,7,,,1,CMAVO
sexixa,13,,,1,CMAVO
sexize,1,,,1,CMAVO
sezu'e,21,,,1,CMAVO
si'anai,4,,,1,CMAVO
si'apei,2,,,1,CMAVO
si'e'a,1,question_mark,,1,CMAVO
si'ijoipi'i,1,,,1,CMAVO4
si'unai,6,,,1,CMAVO
so'aboi,2,,,1,CMAVO4
so'aci,3,,,1,CMAVO4
so'ada,12,,,1,CMAVO
so'ade,2,,,1,CMAVO
so'adi,2,,,1,CMAVO
so'ale,4,,,1,CMAVO4
so'amai,1,,,1,CMAVO
so'amei,34,,,1,CMAVO
so'amoi,3,,,1,CMAVO
so'apire,2,,,1,CMAVO4
so'are,5,,,1,CMAVO4
so'arepi,2,,,1,CMAVO4
so'aroi,16,,,1,CMAVO
so'ecai,1,,,1,CMAVO4
so'ecu'i,4,,,1,CMAVO
so'ecu'o,19,,,1,CMAVO
so'eda,11,,,1,CMAVO
so'ede,1,,,1,CMAVO
so'edo,8,,,1,CMAVO
so'eke'a,4,,,1,CMAVO
so'emei,16,,,1,CMAVO
so'epa,12,,,1,CMAVO
so'eroi,31,,,1,CMAVO
so'eroiku,1,,,1,CMAVO
so'esai,1,,,1,CMAVO4
so'ibe'unai,4,,,1,CMAVO
so'ici,2,,,1,CMAVO
so'icu'o,10,,,1,CMAVO
so'ida,49,,,1,CMAVO
so'ide,3,,,1,CMAVO
so'idi,2,,,1,CMAVO
so'iki'oki'o,4,,,1,CMAVO
so'iki'omei,1,,,1,CMAVO
so'iko'axire,2,,,1,CMAVO
so'ile,6,,,1,CMAVO
so'ilo,11,,,1,CMAVO
so'imei,133,,,1,CMAVO
so'ire'u,2,,,1,CMAVO
so'iroi,84,,,1,CMAVO
so'iroiku,1,,,1,CMAVO
so'isai,3,,,1,CMAVO4
so'iso'i,1,,,1,CMAVO
so'ixei,1,,,1,CMAVO4
so'oboi,2,,,1,CMAVO
so'ocu'o,8,,,1,CMAVO
so'oda,17,,,1,CMAVO
so'odi'u,5,,,1,CMAVO4
so'oki'omoi,4,,,1,CMAVO
so'ole,6,,,1,CMAVO
so'olemi,7,,,1,CMAVO4
so'olo,2,,,1,CMAVO
so'omei,43,,,1,CMAVO
so'onono,2,,,1,CMAVO
so'ononoki'oroi,1,,,1,CMAVO4
so'ononoroi,1,,,1,CMAVO4
so'oroi,41,,,1,CMAVO
so'oroiku,6,,,1,CMAVO
so'oso,1,,,1,CMAVO
so'ucu'o,1,,,1,CMAVO
so'uda,21,,,1,CMAVO
so'udo,1,,,1,CMAVO4
so'ulo,1,,,1,CMAVO
so'umei,25,,,1,CMAVO
so'umoi,4,,,1,CMAVO
so'upa,1,,,1,CMAVO
so'uroi,53,,,1,CMAVO
so'uroiku,12,,,1,CMAVO
so'uso'epa,3,,,1,CMAVO4
sobi,1,,,1,CMAVO
sobiboi,3,,,1,CMAVO4
soboi,2,,,1,CMAVO
soda,76,,,1,CMAVO
sode,1,,,1,CMAVO
sofi'upano,20,,,1,CMAVO4
sofi'upanosi'e,1,,,1,CMAVO4
soifo,1,question_mark,,1,CMAVO
soila,2,question_mark,,1,CMAVO
soime,2,question_mark,,1,CMAVO
soimei,2,question_mark,,1,CMAVO
soisai,1,question_mark,,1,CMAVO
soivo'a,2,,,1,CMAVO
soivo'avo'e,3,,,1,CMAVO4
soivo'evo'a,3,,,1,CMAVO
sola,24,,,1,CMAVO
sole,376,,,1,CMAVO
solo,170,,,1,CMAVO
soma,11,,,1,CMAVO
somai,3,,,1,CMAVO
somei,8,,,1,CMAVO
somo'o,2,,,1,CMAVO
somoi,11,,,1,CMAVO
sono,33,,,1,CMAVO
sonoma,1,,,1,CMAVO
sonono,6,,,1,CMAVO
sonore,2,,,1,CMAVO
sony,2,,11,1,CMAVO
sopa,6,,,1,CMAVO
sopiro,9,,,1,CMAVO
sora,27,,,1,CMAVO
sore,70,,,1,CMAVO
soremei,2,,,1,CMAVO
soso,10,,,1,CMAVO
soso'u,1,,,1,CMAVO
sosobi,1,,,1,CMAVO
sosoboi,8,,,1,CMAVO
sosomei,2,,,1,CMAVO
sosomoi,1,,,1,CMAVO
sososo,3,,,1,CMAVO
sososomei,5,,,1,CMAVO
sososososososososo,3,,,1,CMAVO
sota,1,,,1,CMAVO
soxa,1,,,1,CMAVO
soxo,4,,,1,CMAVO
su'anai,20,,,1,CMAVO
su'aroi,2,,,1,CMAVO
su'azo'o,4,,,1,CMAVO
su'azo'ojezo'onai,1,,,1,CMAVO
su'emei,10,,,1,CMAVO4
su'emu,2,,,1,CMAVO4
su'emuroi,3,,,1,CMAVO4
su'epa,33,,,1,CMAVO
su'epano,1,,,1,CMAVO4
su'epare,1,,,1,CMAVO4
su'eparoi,2,,,1,CMAVO4
su'episo'emei,6,,,1,CMAVO4
su'episo'imei,6,,,1,CMAVO4
su'episo'umei,6,,,1,CMAVO4
su'ere,1,,,1,CMAVO
su'erevo,2,,,1,CMAVO
su'eroi,2,,,1,CMAVO
su'esi'e,1,,,1,CMAVO
su'eso'uroi,10,,,1,CMAVO4
su'esu'ore,2,,,1,CMAVO4
su'ile,4,,,1,CMAVO
su'iparoi,4,,,1,CMAVO4
su'itole,1,question_mark,,1,CMAVO
su'itome,3,question_mark,,1,CMAVO
su'obi'ida'a,1,,,1,CMAVO
su'oci,49,,,1,CMAVO
su'ocino,6,,,1,CMAVO
su'ocu'o,6,,,1,CMAVO
su'oda,47,,,1,CMAVO
su'oda'a,1,,,1,CMAVO
su'odapeca'a,1,,,1,CMAVO4
su'odapele,3,,,1,CMAVO4
su'ode,15,,,1,CMAVO
su'odeperi,3,,,1,CMAVO4
su'odo,1,,,1,CMAVO4
su'oko,2,,,1,CMAVO4
su'oko'a,8,,,1,CMAVO
su'ole,6,,,1,CMAVO4
su'oleko'a,2,,,1,CMAVO4
su'olo,1,,,1,CMAVO
su'omei,17,,,1,CMAVO
su'omoi,1,,,1,CMAVO
su'omu,4,,,1,CMAVO
su'omuki'omei,13,,,1,CMAVO
su'omuroi,1,,,1,CMAVO4
su'omusu'eci,2,,,1,CMAVO
su'ono,5,,,1,CMAVO
su'onomei,11,,,1,CMAVO
su'opa,69,,,1,CMAVO
su'opada,3,,,1,CMAVO4
su'opaki'o,4,,,1,CMAVO4
su'opano,2,,,1,CMAVO4
su'opanono,2,,,1,CMAVO
su'oparemei,2,,,1,CMAVO4
su'opi,2,,,1,CMAVO
su'opimu,15,,,1,CMAVO
su'opireroi,2,,,1,CMAVO
su'orau,5,,,1,CMAVO4
su'ore,87,,,1,CMAVO
su'ore'u,2,,,1,CMAVO
su'oreda,12,,,1,CMAVO
su'oremei,29,,,1,CMAVO
su'oremoi,2,,,1,CMAVO
su'orenono,4,,,1,CMAVO
su'orere'u,7,,,1,CMAVO
su'oreroi,6,,,1,CMAVO
su'ori,3,,,1,CMAVO
su'oroi,48,,,1,CMAVO
su'oroikuxipa,2,,,1,CMAVO4
su'osi'e,3,,,1,CMAVO4
su'oso,1,,,1,CMAVO
su'oso'i,1,,,1,CMAVO
su'oso'o,3,,,1,CMAVO
su'oso'u,4,,,1,CMAVO
su'oso'uji'i,1,,,1,CMAVO
su'oso'umei,2,,,1,CMAVO
su'oso'uroi,2,,,1,CMAVO4
su'osu'epa,2,,,1,CMAVO4
su'ovomei,1,,,1,CMAVO
su'oxa,3,,,1,CMAVO
su'oxei,1,,,1,CMAVO4
su'uko'axire,2,,,1,CMAVO
su'uxici,8,,,1,CMAVO
su'uximu,8,,,1,CMAVO
su'uxipa,8,,,1,CMAVO
su'uxire,8,,,1,CMAVO
su'uxivo,8,,,1,CMAVO
supi'o,4,question_mark,11,1,CMAVO
sybu,2,,,,LERFU COMPOUND4
symy,2,,,,
synyty,2,,,,
ta'adoi,2,,,1,CMAVO4
ta'aru'e,6,,,1,CMAVO4
ta'enai,7,,,1,CMAVO
ta'ezei,4,,,1,CMAVO
ta'igi,2,,,1,CMAVO
ta'ima,5,,,1,CMAVO
ta'irai,1,,,1,CMAVO
ta'itu'a,4,,,1,CMAVO
ta'obi'u,2,,,1,CMAVO
ta'onai,35,,,1,CMAVO
ta'opau,2,,,1,CMAVO
ta'unai,39,,,1,CMAVO
tabu,18,,,1,CMAVO
tade'u,4,,,1,CMAVO
taibo,2,,,1,CMAVO
taiga,1,question_mark,,1,CMAVO
taiki,1,,,1,CMAVO
taiku,1,,,1,CMAVO4
taila,2,question_mark,,1,CMAVO4
taimakau,13,,,1,CMAVO
taipei,35,question_mark,,1,CMAVO
taire,1,question_mark,,1,CMAVO
taisei,4,question_mark,,1,CMAVO
takau,4,,,1,CMAVO
tamo,3,,,1,CMAVO
tanerai,24,question_mark,,1,CMAVO
tanoi,1,question_mark,,1,CMAVO4
tape,573,question_mark,,1,CMAVO
tapo,4,question_mark,,1,CMAVO
tari'o,4,,,1,CMAVO
taubo,1,question_mark,,1,CMAVO
tauce'afy,5,,,1,CMAVO4
taufu,1,question_mark,,1,CMAVO
tauku,4,,,1,CMAVO
taupa,4,question_mark,,1,CMAVO
taxeila,1,question_mark,,1,CMAVO
taxi,197,question_mark,,1,CMAVO
te'i,105,,,1,CMAVO
te'inai,1,,,1,CMAVO4
te'ofei,1,,,1,CMAVO
teba'i,4,,,1,CMAVO
tebau,4,,,1,CMAVO
tebe'i,11,,,1,CMAVO
tebi'ogi,1,,,1,CMAVO
teca'i,4,,,1,CMAVO
teci'e,7,,,1,CMAVO
teci'o,4,,,1,CMAVO
teci'onai,1,,,1,CMAVO
tecu'u,36,,,1,CMAVO
tedi'o,4,,,1,CMAVO
tedu'a,7,,,1,CMAVO4
tedu'i,4,,,1,CMAVO
tedu'o,8,,,1,CMAVO
tedu'onai,2,,,1,CMAVO
tefi'e,7,,,1,CMAVO
tega'a,6,,,1,CMAVO
tegau,9,,,1,CMAVO4
tegi'anai,1,,,1,CMAVO
tegi'e,2,,,1,CMAVO
teixeira,10,question_mark,,1,CMAVO
teja'i,4,,,1,CMAVO
teja'o,1,,,1,CMAVO
teji'e,4,,,1,CMAVO
teji'o,4,,,1,CMAVO
teka'a,13,,,1,CMAVO
teka'i,4,,,1,CMAVO
teki'i,10,,,1,CMAVO
tekoi,4,question_mark,,1,CMAVO
tela'i,3,,,1,CMAVO
tela'u,15,,,1,CMAVO
tele'a,4,,,1,CMAVO
teli'e,4,,,1,CMAVO
tema'i,5,,,1,CMAVO
tema'inai,1,,,1,CMAVO
temai,6,question_mark,,1,CMAVO
temau,2,question_mark,,1,CMAVO4
teme'e,6,,,1,CMAVO
temo,8,question_mark,,1,CMAVO
temu'iku,4,,,1,CMAVO
temu'u,4,,,1,CMAVO
teni,9,question_mark,,1,CMAVO
teni'a,4,,,1,CMAVO
teni'i,4,,,1,CMAVO
teno'a,8,,,1,CMAVO
tepa'a,4,,,1,CMAVO
tepi'o,15,,,1,CMAVO
tepo'i,5,,,1,CMAVO
tepu'e,4,,,1,CMAVO
terai,4,question_mark,,1,CMAVO
teri'a,1,,,1,CMAVO
tesau,7,,,1,CMAVO
tesauku,1,,,1,CMAVO4
tese,3,,,1,CMAVO
tesete,3,,,1,CMAVO
tesi'u,4,,,1,CMAVO
teta'i,1,,,1,CMAVO4
tetai,16,,,1,CMAVO
tete'i,9,,,1,CMAVO
teti'i,4,,,1,CMAVO
teti'u,4,,,1,CMAVO
tezu'e,117,,,1,CMAVO
tezu'enai,7,,,1,CMAVO4
tezu'i,3,,,1,CMAVO
ti'afa'a,3,,,1,CMAVO
ti'alo,2,,,1,CMAVO4
ti'ato'o,1,,,1,CMAVO
ti'eni'o,2,question_mark,,1,CMAVO4
ti'eti'e,3,question_mark,,1,CMAVO
tice,1,,,1,CMAVO
tidu,3,,,1,CMAVO
tine,5,,,1,CMAVO
tinoi,1,,,1,CMAVO4
tipe,13,,,1,CMAVO
tipedi,1,question_mark,,1,CMAVO
tipo,5,,,1,CMAVO
to'asa'a,1,,,1,CMAVO4
to'ato,3,,,1,CMAVO4
to'ebo,16,,,1,CMAVO
to'ebori,2,,,1,CMAVO4
to'ego'i,2,,,1,CMAVO
to'eke,1,,,1,CMAVO
to'eto'e,2,,,1,CMAVO
to'isa'a,5,,,1,CMAVO
to'ofa'a,2,,,1,CMAVO
to'okau,4,,,1,CMAVO
to'oku,2,,,1,CMAVO
to'omo'i,8,,,1,CMAVO
to'unai,10,,,1,CMAVO4
to'unaicaidai,2,,,1,CMAVO
todavi'a,4,question_mark,,1,CMAVO
toibu,2,,,1,CMAVO4
toipe'i,2,,,1,CMAVO4
toito'i,3,,,1,CMAVO4
toiza'o,6,,,1,CMAVO
toizo'o,5,,,1,CMAVO
toku'i,1,question_mark,,1,CMAVO
tora'unai,1,question_mark,,1,CMAVO
tosa'a,78,,,1,CMAVO
tova'inai,1,question_mark,,1,CMAVO
tu'ada'u,1,,,1,CMAVO
tu'ade,1,,,1,CMAVO
tu'ade'u,2,,,1,CMAVO
tu'adi'u,2,,,1,CMAVO
tu'ado,3,,,1,CMAVO
tu'ake'a,2,,,1,CMAVO4
tu'ako,7,,,1,CMAVO4
tu'ala,1,,,1,CMAVO
tu'ala'edi'u,2,,,1,CMAVO4
tu'ala'o,1,,,1,CMAVO
tu'ala'ozy,2,,,1,CMAVO
tu'ale,11,,,1,CMAVO
tu'alei,1,,,1,CMAVO4
tu'alo,13,,,1,CMAVO
tu'aloi,6,,,1,CMAVO
tu'alori,4,,,1,CMAVO
tu'alu,20,,,1,CMAVO
tu'amakau,1,,,1,CMAVO4
tu'ami,14,,,1,CMAVO
tu'anai,12,,,1,CMAVO
tu'apirole,3,,,1,CMAVO4
tu'ara,3,,,1,CMAVO
tu'ari,25,,,1,CMAVO
tu'aro'u,4,,,1,CMAVO4
tu'aty,1,,,1,CMAVO
tu'avo'a,1,,,1,CMAVO4
tu'azo,5,,,1,CMAVO
tu'iki,2,,,1,CMAVO
tu'ilo,2,,,1,CMAVO
tu'okau,15,,,1,CMAVO
tu'omoi,1,,,1,CMAVO
tu'ope'e,1,,,1,CMAVO
tu'ufa'o,2,,,1,CMAVO
tu'unai,1,,,1,CMAVO
tunai,1,question_mark,,1,CMAVO
tune,244,question_mark,,1,CMAVO
tyboi,3,,,,LERFU COMPOUND4
tybu,4,,,,LERFU COMPOUND4
typy,2,,,,LERFU COMPOUND4
