rafsi_or_cmavo	rafsi_or_cmavo_shape	rafsi_or_cmavo_len	gismu	gismu_shape	gismu_pos	as_rafsi_ini	as_rafsi_med	as_rafsi_fin	as_rafsi	percentage_ini	percentage_med	percentage_fin	as_gismu	as_cmavo	gismu:1	gismu_freq
som	CAC	3	sombo	CACCA	1 25 3	39	1	0	40	0.0	0.0	0.0	0	0	sombo	49.0
so'o	CAA	3	sombo	CACCA	1 25 25	7	0	2	9	0.0	0.0	0.0	0	0	sombo	49.0
soi	CAA	3	sonci	CACCA	1 2 5	30	1	47	78	0.0	0.0	0.0	0	0	sonci	86.0
son	CAC	3	sonci	CACCA	1 2 3	8	0	0	8	100.0	0.0	0.0	0	0	sonci	86.0
sonci	CACCA	5	sonci	CACCA	1 2 3 4 5	0	0	0	0				119	0	sonci	86.0
sro	CCA	3	sorcu	CACCA	1 3 2	13	11	79	103	0.0	0.0	0.0	0	0	sorcu	118.0
so'u	CAA	3	sorcu	CACCA	1 2 5	0	0	15	15	0.0	0.0	100.0	0	0	sorcu	118.0
sorcu	CACCA	5	sorcu	CACCA	1 2 3 4 5	0	0	0	0				72	0	sorcu	118.0
sorgu	CACCA	5	sorgu	CACCA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	11	0	sorgu	1.0
so'a	CAA	3	sovda	CACCA	1 2 5	0	3	38	41	0.0	0.0	0.0	0	0	sovda	43.0
sov	CAC	3	sovda	CACCA	1 2 3	2	0	0	2	100.0	0.0	0.0	0	0	sovda	43.0
paj	CAC	3	spaji	CCACA	2 3 4	47	40	0	87	0.0	0.0	0.0	0	0	spaji	99.0
spaji	CCACA	5	spaji	CCACA	1 2 3 4 5	0	0	12	12	0.0	0.0	100.0	115	0	spaji	99.0
spaj	CCAC	4	spaji	CCACA	1 2 3 4	0	0	0	0				0	0	spaji	99.0
spali	CCACA	5	spali	CCACA	1 2 3 4 5	0	0	5	5	0.0	0.0	100.0	27	0	spali	5.0
san	CAC	3	spano	CCACA	1 3 4	138	2	0	140	0.0	0.0	0.0	0	0	spano	147.0
spano	CCACA	5	spano	CCACA	1 2 3 4 5	0	0	7	7	0.0	0.0	100.0	75	0	spano	147.0
span	CCAC	4	spano	CCACA	1 2 3 4	0	0	0	0				0	0	spano	147.0
spa	CCA	3	spati	CCACA	1 2 3	34	1	21	56	0.0	0.0	0.0	0	0	spati	56.0
spati	CCACA	5	spati	CCACA	1 2 3 4 5	0	0	0	0				104	0	spati	56.0
spena	CCACA	5	spena	CCACA	1 2 3 4 5	0	0	4	4	0.0	0.0	100.0	0	0	spena	4.0
spe	CCA	3	speni	CCACA	1 2 3	127	6	154	287	0.0	0.0	0.0	0	0	speni	287.0
speni	CCACA	5	speni	CCACA	1 2 3 4 5	0	0	0	0				387	0	speni	287.0
spi	CCA	3	spisa	CCACA	14 2 3	10	0	53	63	0.0	0.0	0.0	0	0	spisa	63.0
spita	CCACA	5	spita	CCACA	1 2 3 4 5	0	0	4	4	0.0	0.0	100.0	16	0	spita	4.0
pof	CAC	3	spofu	CCACA	2 3 4	10	0	0	10	100.0	0.0	0.0	0	0	spofu	13.0
po'u	CAA	3	spofu	CCACA	2 3 5	0	2	1	3	0.0	0.0	0.0	0	0	spofu	13.0
spof	CCAC	4	spofu	CCACA	1 2 3 4	0	0	0	0				0	0	spofu	13.0
poj	CAC	3	spoja	CCACA	2 3 4	11	2	0	13	0.0	0.0	0.0	0	0	spoja	23.0
po'a	CAA	3	spoja	CCACA	2 3 5	1	4	5	10	0.0	0.0	0.0	0	0	spoja	23.0
spoj	CCAC	4	spoja	CCACA	1 2 3 4	0	0	0	0				0	0	spoja	23.0
spu	CCA	3	spuda	CCACA	1 2 3	100	0	70	170	0.0	0.0	0.0	0	0	spuda	170.0
spuda	CCACA	5	spuda	CCACA	1 2 3 4 5	0	0	0	0				600	0	spuda	170.0
pu'u	CAA	3	sputu	CCACA	2 35 35	0	0	13	13	0.0	0.0	100.0	0	0	sputu	13.0
raj	CAC	3	sraji	CCACA	2 3 4	119	7	0	126	0.0	0.0	0.0	0	0	sraji	128.0
sraji	CCACA	5	sraji	CCACA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	52	0	sraji	128.0
rak	CAC	3	sraku	CCACA	2 3 4	18	0	0	18	100.0	0.0	0.0	0	0	sraku	19.0
sraku	CCACA	5	sraku	CCACA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	22	0	sraku	19.0
srak	CCAC	4	sraku	CCACA	1 2 3 4	0	0	0	0				0	0	sraku	19.0
sral	CCAC	4	sralo	CCACA	1 2 3 4	8	0	0	8	100.0	0.0	0.0	0	0	sralo	9.0
sralo	CCACA	5	sralo	CCACA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	73	0	sralo	9.0
ra'a	CAA	3	srana	CCACA	2 35 35	5	0	39	44	0.0	0.0	0.0	0	59	srana	44.0
srana	CCACA	5	srana	CCACA	1 2 35 4 35	0	0	0	0				251	0	srana	44.0
sas	CAC	3	srasu	CCACA	14 3 14	57	0	0	57	100.0	0.0	0.0	0	0	srasu	72.0
srasu	CCACA	5	srasu	CCACA	14 2 3 14 5	0	0	15	15	0.0	0.0	100.0	101	0	srasu	72.0
sre	CCA	3	srera	CCACA	1 24 3	28	0	33	61	0.0	0.0	0.0	0	0	srera	61.0
srer	CCAC	4	srera	CCACA	1 24 3 24	0	0	0	0				0	0	srera	61.0
srera	CCACA	5	srera	CCACA	1 24 3 24 5	0	0	0	0				485	0	srera	61.0
srito	CCACA	5	srito	CCACA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	0	0	srito	1.0
ru'a	CAA	3	sruma	CCACA	2 3 5	0	0	34	34	0.0	0.0	100.0	0	124	sruma	34.0
sruma	CCACA	5	sruma	CCACA	1 2 3 4 5	0	0	0	0				64	0	sruma	34.0
sru	CCA	3	sruri	CCACA	1 24 3	16	13	26	55	0.0	0.0	0.0	0	0	sruri	55.0
sac	CAC	3	stace	CCACA	1 3 4	20	3	0	23	0.0	0.0	0.0	0	0	stace	31.0
stace	CCACA	5	stace	CCACA	1 2 3 4 5	2	0	6	8	0.0	0.0	0.0	43	0	stace	31.0
stac	CCAC	4	stace	CCACA	1 2 3 4	0	0	0	0				0	0	stace	31.0
stagi	CCACA	5	stagi	CCACA	1 2 3 4 5	0	0	9	9	0.0	0.0	100.0	29	0	stagi	13.0
stag	CCAC	4	stagi	CCACA	1 2 3 4	4	0	0	4	100.0	0.0	0.0	0	0	stagi	13.0
tak	CAC	3	staku	CCACA	2 3 4	5	0	0	5	100.0	0.0	0.0	0	0	staku	8.0
staku	CCACA	5	staku	CCACA	1 2 3 4 5	0	0	3	3	0.0	0.0	100.0	9	0	staku	8.0
sta	CCA	3	stali	CCACA	1 2 3	27	4	41	72	0.0	0.0	0.0	0	0	stali	72.0
stal	CCAC	4	stali	CCACA	1 2 3 4	0	0	0	0				0	0	stali	72.0
stani	CCACA	5	stani	CCACA	1 2 3 4 5	0	0	5	5	0.0	0.0	100.0	28	0	stani	7.0
stan	CCAC	4	stani	CCACA	1 2 3 4	2	0	0	2	100.0	0.0	0.0	0	0	stani	7.0
stapa	CCACA	5	stapa	CCACA	1 2 35 4 35	5	0	5	10	0.0	0.0	0.0	76	0	stapa	17.0
tap	CAC	3	stapa	CCACA	2 35 4	7	0	0	7	100.0	0.0	0.0	0	0	stapa	17.0
stasu	CCACA	5	stasu	CCACA	14 2 3 14 5	0	0	1	1	0.0	0.0	100.0	15	0	stasu	1.0
stati	CCACA	5	stati	CCACA	1 24 3 24 5	0	0	1	1	0.0	0.0	100.0	33	0	stati	1.0
steba	CCACA	5	steba	CCACA	1 2 3 4 5	0	0	7	7	0.0	0.0	100.0	134	0	steba	7.0
te'i	CAA	3	steci	CCACA	2 3 5	8	5	28	41	0.0	0.0	0.0	0	0	steci	46.0
tec	CAC	3	steci	CCACA	2 3 4	5	0	0	5	100.0	0.0	0.0	0	0	steci	46.0
steci	CCACA	5	steci	CCACA	1 2 3 4 5	0	0	0	0				157	0	steci	46.0
stedu	CCACA	5	stedu	CCACA	1 2 3 4 5	0	0	53	53	0.0	0.0	100.0	995	0	stedu	86.0
sed	CAC	3	stedu	CCACA	1 3 4	30	3	0	33	0.0	0.0	0.0	0	0	stedu	86.0
tel	CAC	3	stela	CCACA	2 3 4	9	2	0	11	0.0	0.0	0.0	0	0	stela	13.0
stela	CCACA	5	stela	CCACA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	16	0	stela	13.0
te'o	CAA	3	stero	CCACA	2 3 5	0	0	3	3	0.0	0.0	100.0	0	0	stero	3.0
stero	CCACA	5	stero	CCACA	1 2 3 4 5	0	0	0	0				7	0	stero	3.0
sic	CAC	3	stici	CCACA	1 35 4	28	5	0	33	0.0	0.0	0.0	0	0	stici	49.0
stici	CCACA	5	stici	CCACA	1 2 35 4 35	0	0	16	16	0.0	0.0	100.0	127	0	stici	49.0
stic	CCAC	4	stici	CCACA	1 2 35 4	0	0	0	0				0	0	stici	49.0
ti'i	CAA	3	stidi	CCACA	2 35 35	41	26	113	180	0.0	0.0	0.0	0	35	stidi	202.0
sid	CAC	3	stidi	CCACA	1 35 4	22	0	0	22	100.0	0.0	0.0	0	0	stidi	202.0
stid	CCAC	4	stidi	CCACA	1 2 35 4	0	0	0	0				0	0	stidi	202.0
stidi	CCACA	5	stidi	CCACA	1 2 35 4 35	0	0	0	0				405	0	stidi	202.0
stidu	CCACA	5	stidu	CCACA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	0	0	stidu	1.0
tik	CAC	3	stika	CCACA	2 3 4	1	4	0	5	0.0	0.0	0.0	0	0	stika	9.0
stika	CCACA	5	stika	CCACA	1 2 3 4 5	0	0	4	4	0.0	0.0	100.0	53	0	stika	9.0
stizu	CCACA	5	stizu	CCACA	1 2 3 4 5	0	0	21	21	0.0	0.0	100.0	351	0	stizu	23.0
tiz	CAC	3	stizu	CCACA	2 3 4	2	0	0	2	100.0	0.0	0.0	0	0	stizu	23.0
sto	CCA	3	stodi	CCACA	1 2 3	13	5	55	73	0.0	0.0	0.0	0	0	stodi	73.0
stodi	CCACA	5	stodi	CCACA	1 2 3 4 5	0	0	0	0				88	0	stodi	73.0
sun	CAC	3	stuna	CCACA	1 3 4	53	0	0	53	100.0	0.0	0.0	0	0	stuna	82.0
stuna	CCACA	5	stuna	CCACA	1 2 3 4 5	0	0	29	29	0.0	0.0	100.0	116	0	stuna	82.0
stun	CCAC	4	stuna	CCACA	1 2 3 4	0	0	0	0				0	0	stuna	82.0
tur	CAC	3	stura	CCACA	2 3 4	16	47	0	63	0.0	0.0	0.0	0	0	stura	106.0
su'a	CAA	3	stura	CCACA	1 3 5	0	0	43	43	0.0	0.0	100.0	0	0	stura	106.0
stura	CCACA	5	stura	CCACA	1 2 3 4 5	0	0	0	0				100	0	stura	106.0
stu	CCA	3	stuzi	CCACA	1 2 3	97	10	240	347	0.0	0.0	0.0	0	0	stuzi	347.0
tuz	CAC	3	stuzi	CCACA	2 3 4	0	0	0	0				0	0	stuzi	347.0
suz	CAC	3	su'o	CAA	1 2 	4	1	0	5	0.0	0.0	0.0	0	0	su'o	5.0
suv	CAC	3	su'u	CAA	1 24 	0	0	3	3	0.0	0.0	100.0	0	0	su'u	3.0
sucta	CACCA	5	sucta	CACCA	1 2 3 4 5	52	0	11	63	0.0	0.0	0.0	103	0	sucta	72.0
suc	CAC	3	sucta	CACCA	1 2 3	9	0	0	9	100.0	0.0	0.0	0	0	sucta	72.0
sud	CAC	3	sudga	CACCA	1 2 3	135	2	0	137	0.0	0.0	0.0	0	0	sudga	138.0
sudga	CACCA	5	sudga	CACCA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	69	0	sudga	138.0
sfu	CCA	3	sufti	CACCA	1 3 2	0	0	1	1	0.0	0.0	100.0	0	0	sufti	1.0
suk	CAC	3	suksa	CACCA	14 2 3	30	0	0	30	100.0	0.0	0.0	0	0	suksa	44.0
suksa	CACCA	5	suksa	CACCA	14 2 3 14 5	0	0	14	14	0.0	0.0	100.0	120	0	suksa	44.0
sumji	CACCA	5	sumji	CACCA	1 2 3 4 5	0	0	31	31	0.0	0.0	100.0	42	0	sumji	31.0
sumne	CACCA	5	sumne	CACCA	1 2 3 4 5	0	0	5	5	0.0	0.0	100.0	90	0	sumne	6.0
sumn	CACC	4	sumne	CACCA	1 2 3 4	1	0	0	1	100.0	0.0	0.0	0	0	sumne	6.0
su'i	CAA	3	sumti	CACCA	1 2 5	34	0	247	281	0.0	0.0	0.0	0	0	sumti	385.0
sum	CAC	3	sumti	CACCA	1 2 3	92	8	4	104	0.0	0.0	0.0	0	0	sumti	385.0
sumt	CACC	4	sumti	CACCA	1 2 3 4	0	0	0	0				0	0	sumti	385.0
sumti	CACCA	5	sumti	CACCA	1 2 3 4 5	0	0	0	0				8740	0	sumti	385.0
sunga	CACCA	5	sunga	CACCA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	53	0	sunga	1.0
sul	CAC	3	sunla	CACCA	1 2 4	12	0	0	12	100.0	0.0	0.0	0	0	sunla	13.0
sunla	CACCA	5	sunla	CACCA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	20	0	sunla	13.0
sur	CAC	3	surla	CACCA	1 2 3	29	6	0	35	0.0	0.0	0.0	0	0	surla	36.0
surla	CACCA	5	surla	CACCA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	120	0	surla	36.0
surl	CACC	4	surla	CACCA	1 2 3 4	0	0	0	0				0	0	surla	36.0
sut	CAC	3	sutra	CACCA	1 2 3	95	14	0	109	0.0	0.0	0.0	0	0	sutra	123.0
sutra	CACCA	5	sutra	CACCA	1 2 3 4 5	0	0	14	14	0.0	0.0	100.0	613	0	sutra	123.0
sutr	CACC	4	sutra	CACCA	1 2 3 4	0	0	0	0				0	0	sutra	123.0
taz	CAC	3	ta	CA	1 2 	1	0	0	1	100.0	0.0	0.0	0	0	ta	1.0
tab	CAC	3	tabno	CACCA	1 2 3	17	0	0	17	100.0	0.0	0.0	0	0	tabno	17.0
tabn	CACC	4	tabno	CACCA	1 2 3 4	0	0	0	0				0	0	tabno	17.0
tabra	CACCA	5	tabra	CACCA	1 25 3 4 25	0	0	1	1	0.0	0.0	100.0	16	0	tabra	1.0
tadja	CACCA	5	tadja	CACCA	1 25 3 4 25	0	0	4	4	0.0	0.0	100.0	0	0	tadja	4.0
tadji	CACCA	5	tadji	CACCA	1 2 3 4 5	0	0	81	81	0.0	0.0	100.0	281	0	tadji	89.0
tadj	CACC	4	tadji	CACCA	1 2 3 4	8	0	0	8	100.0	0.0	0.0	0	0	tadji	89.0
tadni	CACCA	5	tadni	CACCA	1 2 3 4 5	7	0	150	157	0.0	0.0	0.0	548	0	tadni	240.0
tad	CAC	3	tadni	CACCA	1 2 3	83	0	0	83	100.0	0.0	0.0	0	0	tadni	240.0
tadn	CACC	4	tadni	CACCA	1 2 3 4	0	0	0	0				0	0	tadni	240.0
tag	CAC	3	tagji	CACCA	1 2 3	5	0	0	5	100.0	0.0	0.0	0	0	tagji	8.0
tagji	CACCA	5	tagji	CACCA	1 2 3 4 5	0	0	3	3	0.0	0.0	100.0	37	0	tagji	8.0
tal	CAC	3	talsa	CACCA	1 25 3	4	5	0	9	0.0	0.0	0.0	0	0	talsa	13.0
talsa	CACCA	5	talsa	CACCA	1 25 3 4 25	1	0	3	4	0.0	0.0	0.0	44	0	talsa	13.0
tamburo	CACCACA	7	tamburo	CACCACA	1 2 3 4 5 6 7	0	0	0	0				0	0	tamburo	0.0
tamc	CACC	4	tamca	CACCA	1 25 3 4	2	0	0	2	100.0	0.0	0.0	0	0	tamca	3.0
tamca	CACCA	5	tamca	CACCA	1 25 3 4 25	0	0	1	1	0.0	0.0	100.0	27	0	tamca	3.0
taj	CAC	3	tamji	CACCA	1 2 4	15	1	0	16	0.0	0.0	0.0	0	0	tamji	23.0
tamji	CACCA	5	tamji	CACCA	1 2 3 4 5	0	0	7	7	0.0	0.0	100.0	33	0	tamji	23.0
tamj	CACC	4	tamji	CACCA	1 2 3 4	0	0	0	0				0	0	tamji	23.0
tamne	CACCA	5	tamne	CACCA	1 2 3 4 5	0	0	15	15	0.0	0.0	100.0	35	0	tamne	16.0
tamn	CACC	4	tamne	CACCA	1 2 3 4	0	1	0	1	0.0	100.0	0.0	0	0	tamne	16.0
ta'o	CAA	3	tanbo	CACCA	1 2 5	3	2	35	40	0.0	0.0	0.0	0	0	tanbo	40.0
tac	CAC	3	tance	CACCA	1 2 4	22	0	0	22	100.0	0.0	0.0	0	0	tance	26.0
tance	CACCA	5	tance	CACCA	1 2 3 4 5	0	0	4	4	0.0	0.0	100.0	88	0	tance	26.0
tanjo	CACCA	5	tanjo	CACCA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	8	0	tanjo	1.0
tanka	CACCA	5	tanka	CACCA	1 25 3 4 25	0	0	5	5	0.0	0.0	100.0	0	0	tanka	5.0
tank	CACC	4	tanko	CACCA	1 2 3 4	24	0	0	24	100.0	0.0	0.0	0	0	tanko	25.0
tanko	CACCA	5	tanko	CACCA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	20	0	tanko	25.0
tau	CAA	3	tanru	CACCA	1 2 5	39	1	233	273	0.0	0.0	0.0	0	0	tanru	274.0
tanru	CACCA	5	tanru	CACCA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	2709	0	tanru	274.0
tanr	CACC	4	tanru	CACCA	1 2 3 4	0	0	0	0				0	0	tanru	274.0
tansi	CACCA	5	tansi	CACCA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	9	0	tansi	2.0
ta'e	CAA	3	tanxe	CACCA	1 2 5	0	0	16	16	0.0	0.0	100.0	0	0	tanxe	26.0
tax	CAC	3	tanxe	CACCA	1 2 4	9	0	0	9	100.0	0.0	0.0	0	0	tanxe	26.0
tanxe	CACCA	5	tanxe	CACCA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	1860	0	tanxe	26.0
tanx	CACC	4	tanxe	CACCA	1 2 3 4	0	0	0	0				0	0	tanxe	26.0
tapla	CACCA	5	tapla	CACCA	1 25 3 4 25	0	0	7	7	0.0	0.0	100.0	47	0	tapla	8.0
tapl	CACC	4	tapla	CACCA	1 25 3 4	1	0	0	1	100.0	0.0	0.0	0	0	tapla	8.0
tarb	CACC	4	tarbi	CACCA	1 2 3 4	2	0	0	2	100.0	0.0	0.0	0	0	tarbi	4.0
tarbi	CACCA	5	tarbi	CACCA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	39	0	tarbi	4.0
tar	CAC	3	tarci	CACCA	1 2 3	31	0	0	31	100.0	0.0	0.0	0	0	tarci	38.0
tarci	CACCA	5	tarci	CACCA	1 2 3 4 5	0	0	7	7	0.0	0.0	100.0	233	0	tarci	38.0
tarla	CACCA	5	tarla	CACCA	1 25 3 4 25	0	0	1	1	0.0	0.0	100.0	18	0	tarla	1.0
tai	CAA	3	tarmi	CACCA	1 2 5	13	12	211	236	0.0	0.0	0.0	0	0	tarmi	253.0
tam	CAC	3	tarmi	CACCA	1 2 4	17	0	0	17	100.0	0.0	0.0	0	0	tarmi	253.0
tarm	CACC	4	tarmi	CACCA	1 2 3 4	0	0	0	0				0	0	tarmi	253.0
tarmi	CACCA	5	tarmi	CACCA	1 2 3 4 5	0	0	0	0				191	0	tarmi	253.0
tra	CCA	3	tarti	CACCA	14 3 2	47	14	245	306	0.0	0.0	0.0	0	0	tarti	306.0
tarti	CACCA	5	tarti	CACCA	14 2 3 14 5	0	0	0	0				100	0	tarti	306.0
taske	CACCA	5	taske	CACCA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	25	0	taske	1.0
ta'i	CAA	3	tatpi	CACCA	13 2 5	11	0	23	34	0.0	0.0	0.0	0	0	tatpi	34.0
tatpi	CACCA	5	tatpi	CACCA	13 2 13 4 5	0	0	0	0				158	0	tatpi	34.0
tat	CAC	3	tatru	CACCA	13 2 13	41	0	0	41	100.0	0.0	0.0	0	0	tatru	42.0
tatru	CACCA	5	tatru	CACCA	13 2 13 4 5	0	0	1	1	0.0	0.0	100.0	15	0	tatru	42.0
tatr	CACC	4	tatru	CACCA	13 2 13 4	0	0	0	0				0	0	tatru	42.0
ta'a	CAA	3	tavla	CACCA	1 25 25	41	38	417	496	0.0	0.0	0.0	0	59	tavla	583.0
tav	CAC	3	tavla	CACCA	1 25 3	71	2	0	73	0.0	0.0	0.0	0	0	tavla	583.0
tavla	CACCA	5	tavla	CACCA	1 25 3 4 25	0	0	8	8	0.0	0.0	100.0	2406	0	tavla	583.0
tavl	CACC	4	tavla	CACCA	1 25 3 4	0	6	0	6	0.0	100.0	0.0	0	0	tavla	583.0
ta'u	CAA	3	taxfu	CACCA	1 2 5	38	0	78	116	0.0	0.0	0.0	0	0	taxfu	158.0
taf	CAC	3	taxfu	CACCA	1 2 4	37	5	0	42	0.0	0.0	0.0	0	0	taxfu	158.0
taxfu	CACCA	5	taxfu	CACCA	1 2 3 4 5	0	0	0	0				142	0	taxfu	158.0
cac	CAC	3	tcaci	CCACA	24 3 24	45	2	0	47	0.0	0.0	0.0	0	0	tcaci	52.0
tcaci	CCACA	5	tcaci	CCACA	1 24 3 24 5	0	0	5	5	0.0	0.0	100.0	126	0	tcaci	52.0
tcac	CCAC	4	tcaci	CCACA	1 24 3 24	0	0	0	0				0	0	tcaci	52.0
tca	CCA	3	tcadu	CCACA	1 2 3	66	2	42	110	0.0	0.0	0.0	0	0	tcadu	110.0
tcadu	CCACA	5	tcadu	CCACA	1 2 3 4 5	0	0	0	0				377	0	tcadu	110.0
tcana	CCACA	5	tcana	CCACA	1 2 35 4 35	0	0	20	20	0.0	0.0	100.0	46	0	tcana	20.0
tcati	CCACA	5	tcati	CCACA	14 2 3 14 5	0	0	25	25	0.0	0.0	100.0	373	0	tcati	41.0
tcat	CCAC	4	tcati	CCACA	14 2 3 14	16	0	0	16	100.0	0.0	0.0	0	0	tcati	41.0
tcena	CCACA	5	tcena	CCACA	1 2 3 4 5	4	0	4	8	0.0	0.0	0.0	35	0	tcena	14.0
ten	CAC	3	tcena	CCACA	1 3 4	3	3	0	6	0.0	0.0	0.0	0	0	tcena	14.0
tic	CAC	3	tcica	CCACA	1 3 24	43	18	0	61	0.0	0.0	0.0	0	0	tcica	112.0
tcica	CCACA	5	tcica	CCACA	1 24 3 24 5	12	0	37	49	0.0	0.0	0.0	82	0	tcica	112.0
tcic	CCAC	4	tcica	CCACA	1 24 3 24	0	2	0	2	0.0	100.0	0.0	0	0	tcica	112.0
tcidu	CCACA	5	tcidu	CCACA	1 2 3 4 5	34	0	80	114	0.0	0.0	0.0	1076	0	tcidu	141.0
tid	CAC	3	tcidu	CCACA	1 3 4	24	2	0	26	0.0	0.0	0.0	0	0	tcidu	141.0
tcid	CCAC	4	tcidu	CCACA	1 2 3 4	0	1	0	1	0.0	100.0	0.0	0	0	tcidu	141.0
tcika	CCACA	5	tcika	CCACA	1 2 3 4 5	0	0	12	12	0.0	0.0	100.0	191	0	tcika	15.0
tcik	CCAC	4	tcika	CCACA	1 2 3 4	3	0	0	3	100.0	0.0	0.0	0	0	tcika	15.0
til	CAC	3	tcila	CCACA	1 3 4	34	7	0	41	0.0	0.0	0.0	0	0	tcila	47.0
tcila	CCACA	5	tcila	CCACA	1 2 3 4 5	0	0	6	6	0.0	0.0	100.0	94	0	tcila	47.0
tcil	CCAC	4	tcila	CCACA	1 2 3 4	0	0	0	0				0	0	tcila	47.0
ti'a	CAA	3	tcima	CCACA	1 3 5	0	0	66	66	0.0	0.0	100.0	0	0	tcima	68.0
tim	CAC	3	tcima	CCACA	1 3 4	2	0	0	2	100.0	0.0	0.0	0	0	tcima	68.0
tcima	CCACA	5	tcima	CCACA	1 2 3 4 5	0	0	0	0				126	0	tcima	68.0
tcin	CCAC	4	tcini	CCACA	1 2 35 4	6	0	0	6	100.0	0.0	0.0	0	0	tcini	9.0
tcini	CCACA	5	tcini	CCACA	1 2 35 4 35	0	0	3	3	0.0	0.0	100.0	101	0	tcini	9.0
tcita	CCACA	5	tcita	CCACA	14 2 3 14 5	0	0	86	86	0.0	0.0	100.0	651	0	tcita	101.0
tcit	CCAC	4	tcita	CCACA	14 2 3 14	14	1	0	15	0.0	0.0	0.0	0	0	tcita	101.0
ter	CAC	3	te	CA	1 2 	2707	459	10	3176	0.0	0.0	0.0	0	0	te	3176.0
tei	CAA	3	temci	CACCA	1 2 5	42	27	168	237	0.0	0.0	0.0	0	0	temci	299.0
tem	CAC	3	temci	CACCA	1 2 3	49	4	0	53	0.0	0.0	0.0	0	0	temci	299.0
temci	CACCA	5	temci	CACCA	1 2 3 4 5	0	0	9	9	0.0	0.0	100.0	662	0	temci	299.0
temc	CACC	4	temci	CACCA	1 2 3 4	0	0	0	0				0	0	temci	299.0
tenfa	CACCA	5	tenfa	CACCA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	18	0	tenfa	2.0
teg	CAC	3	tengu	CACCA	1 2 4	2	0	0	2	100.0	0.0	0.0	0	0	tengu	3.0
te'u	CAA	3	tengu	CACCA	1 2 5	0	0	1	1	0.0	0.0	100.0	0	0	tengu	3.0
ted	CAC	3	terdi	CACCA	1 2 4	54	11	0	65	0.0	0.0	0.0	0	0	terdi	81.0
terdi	CACCA	5	terdi	CACCA	1 2 3 4 5	0	0	16	16	0.0	0.0	100.0	404	0	terdi	81.0
tep	CAC	3	terpa	CACCA	1 2 4	71	12	0	83	0.0	0.0	0.0	0	0	terpa	154.0
te'a	CAA	3	terpa	CACCA	1 2 5	16	4	51	71	0.0	0.0	0.0	0	0	terpa	154.0
terpa	CACCA	5	terpa	CACCA	1 2 3 4 5	0	0	0	0				273	0	terpa	154.0
terto	CACCA	5	terto	CACCA	14 2 3 14 5	0	0	2	2	0.0	0.0	100.0	1	0	terto	2.0
tif	CAC	3	ti	CA	1 2 	5	0	0	5	100.0	0.0	0.0	0	0	ti	5.0
tigni	CACCA	5	tigni	CACCA	1 25 3 4 25	0	0	35	35	0.0	0.0	100.0	63	0	tigni	54.0
tig	CAC	3	tigni	CACCA	1 25 3	15	4	0	19	0.0	0.0	0.0	0	0	tigni	54.0
tign	CACC	4	tigni	CACCA	1 25 3 4	0	0	0	0				0	0	tigni	54.0
tip	CAC	3	tikpa	CACCA	1 2 4	106	37	0	143	0.0	0.0	0.0	0	0	tikpa	154.0
tikpa	CACCA	5	tikpa	CACCA	1 2 3 4 5	0	0	11	11	0.0	0.0	100.0	117	0	tikpa	154.0
tikp	CACC	4	tikpa	CACCA	1 2 3 4	0	0	0	0				0	0	tikpa	154.0
tilju	CACCA	5	tilju	CACCA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	59	0	tilju	1.0
tinbe	CACCA	5	tinbe	CACCA	1 2 3 4 5	0	0	18	18	0.0	0.0	100.0	57	0	tinbe	21.0
tib	CAC	3	tinbe	CACCA	1 2 4	3	0	0	3	100.0	0.0	0.0	0	0	tinbe	21.0
tins	CACC	4	tinsa	CACCA	1 2 3 4	7	0	0	7	100.0	0.0	0.0	0	0	tinsa	14.0
tinsa	CACCA	5	tinsa	CACCA	1 2 3 4 5	0	0	7	7	0.0	0.0	100.0	64	0	tinsa	14.0
tin	CAC	3	tirna	CACCA	1 2 4	50	3	0	53	0.0	0.0	0.0	0	0	tirna	83.0
tirna	CACCA	5	tirna	CACCA	1 2 3 4 5	8	0	22	30	0.0	0.0	0.0	368	0	tirna	83.0
tirse	CACCA	5	tirse	CACCA	1 2 3 4 5	0	0	3	3	0.0	0.0	100.0	11	0	tirse	3.0
